user_id,session_id,timestamp,feature_name,action,device,user_type,region
U1344,S2271,2025-05-01 11:31:52,report_create,view,desktop,free,UK
U1243,S3503,2025-04-13 23:30:54,dashboard,dismiss,mobile,premium,AU
U1099,S3942,2025-04-25 19:27:44,settings,dismiss,mobile,free,UK
U1335,S3816,2025-03-14 13:46:46,dashboard,click,mobile,free,AU
U1237,S1205,2025-04-02 10:05:24,notifications,view,desktop,free,DE
U1341,S3175,2025-03-20 11:16:29,notifications,complete,mobile,free,AU
U1218,S3244,2025-04-30 23:46:03,search,view,tablet,premium,DE
U1132,S2012,2025-04-08 05:54:23,settings,complete,tablet,free,UK
U1140,S2801,2025-04-23 00:42:30,dashboard,complete,desktop,free,IN
U1457,S3212,2025-03-18 19:28:19,dashboard,view,desktop,free,UK
U1361,S1876,2025-03-30 09:22:40,dashboard,dismiss,mobile,free,DE
U1212,S1255,2025-05-11 19:55:59,report_create,dismiss,mobile,premium,AU
U1484,S3848,2025-03-21 02:40:53,dashboard,dismiss,mobile,free,IN
U1152,S2597,2025-03-17 08:49:48,search,view,mobile,free,DE
U1248,S1118,2025-03-14 11:47:29,search,complete,tablet,free,DE
U1370,S1676,2025-04-22 07:46:55,search,view,tablet,free,DE
U1303,S3311,2025-05-03 21:39:51,settings,click,desktop,free,UK
U1443,S2891,2025-05-06 16:22:09,report_create,click,mobile,free,UK
U1232,S2338,2025-04-14 00:40:29,data_export,dismiss,mobile,premium,DE
U1129,S1335,2025-03-24 07:36:41,search,click,tablet,free,IN
U1114,S3662,2025-04-02 08:33:00,dashboard,click,desktop,premium,UK
U1429,S1083,2025-03-17 09:07:32,notifications,view,desktop,free,US
U1288,S1892,2025-04-26 08:21:13,search,complete,mobile,free,AU
U1493,S3942,2025-04-22 06:19:48,dashboard,view,mobile,free,US
U1475,S2277,2025-04-03 13:20:26,notifications,dismiss,mobile,premium,UK
U1038,S3425,2025-03-27 07:39:26,settings,view,desktop,free,IN
U1435,S3802,2025-03-26 01:36:10,notifications,click,tablet,premium,IN
U1272,S2754,2025-03-15 12:59:30,settings,complete,desktop,free,IN
U1006,S2720,2025-03-16 05:01:34,search,click,mobile,premium,DE
U1362,S1626,2025-05-02 11:13:11,search,view,tablet,free,IN
U1315,S3204,2025-04-25 23:14:27,search,dismiss,mobile,premium,AU
U1137,S2320,2025-05-05 13:29:01,report_create,click,mobile,premium,UK
U1384,S2903,2025-03-24 23:45:19,notifications,dismiss,mobile,free,IN
U1093,S2997,2025-04-28 13:54:12,report_create,complete,mobile,free,AU
U1359,S2131,2025-04-18 22:26:39,notifications,click,tablet,premium,US
U1123,S3949,2025-04-06 08:28:56,search,dismiss,tablet,premium,DE
U1330,S3915,2025-03-28 09:42:01,search,dismiss,desktop,free,UK
U1207,S3833,2025-03-17 14:10:52,report_create,complete,tablet,free,DE
U1283,S3174,2025-05-01 10:42:14,data_export,dismiss,tablet,free,IN
U1359,S2858,2025-03-31 06:24:30,data_export,complete,mobile,free,UK
U1161,S1489,2025-03-30 10:42:07,settings,view,desktop,free,DE
U1141,S3967,2025-05-02 19:48:13,notifications,complete,desktop,premium,IN
U1116,S2478,2025-05-10 09:25:46,report_create,complete,desktop,premium,UK
U1140,S1186,2025-04-18 01:33:05,dashboard,complete,tablet,premium,DE
U1052,S1050,2025-04-15 00:45:54,notifications,complete,mobile,free,IN
U1094,S1210,2025-03-14 01:30:29,data_export,dismiss,desktop,premium,DE
U1251,S1303,2025-04-28 21:30:12,notifications,click,desktop,free,AU
U1485,S2244,2025-04-01 18:26:24,dashboard,view,desktop,free,DE
U1310,S3441,2025-03-31 13:07:25,notifications,view,tablet,free,DE
U1152,S3410,2025-04-27 22:32:28,search,complete,tablet,free,AU
U1491,S1406,2025-03-24 11:40:28,report_create,view,mobile,free,UK
U1122,S1711,2025-04-10 07:46:30,notifications,click,desktop,free,DE
U1352,S3432,2025-03-23 00:53:17,search,complete,desktop,free,IN
U1359,S2859,2025-05-08 00:15:56,dashboard,view,mobile,premium,AU
U1338,S1810,2025-03-22 08:47:16,search,click,tablet,free,UK
U1465,S2088,2025-03-22 04:35:53,report_create,click,desktop,free,IN
U1304,S3331,2025-04-23 11:19:54,data_export,dismiss,desktop,free,IN
U1358,S2648,2025-05-08 03:10:28,data_export,dismiss,mobile,free,US
U1455,S2769,2025-04-29 10:03:59,settings,complete,tablet,free,US
U1117,S3761,2025-04-29 02:45:48,notifications,click,tablet,premium,AU
U1020,S1717,2025-04-04 21:55:08,search,dismiss,mobile,free,AU
U1223,S3600,2025-05-06 03:45:30,search,click,mobile,free,IN
U1164,S3744,2025-03-20 22:25:43,dashboard,view,mobile,free,DE
U1147,S3713,2025-04-28 09:01:38,search,click,mobile,free,IN
U1165,S1474,2025-05-01 06:23:11,search,click,tablet,premium,DE
U1211,S1222,2025-03-14 02:16:36,report_create,complete,tablet,premium,DE
U1389,S1211,2025-04-03 20:58:16,report_create,complete,tablet,free,IN
U1224,S3860,2025-03-23 19:24:52,search,click,desktop,premium,AU
U1409,S1980,2025-04-27 15:06:26,settings,view,mobile,free,AU
U1208,S1381,2025-04-28 12:57:14,report_create,click,mobile,premium,UK
U1255,S3935,2025-05-07 15:45:01,data_export,complete,mobile,premium,DE
U1124,S2870,2025-04-03 18:53:42,notifications,view,mobile,free,AU
U1260,S1559,2025-05-11 20:48:38,dashboard,complete,mobile,free,AU
U1136,S1010,2025-04-05 17:59:10,data_export,complete,tablet,free,DE
U1443,S1608,2025-05-07 01:00:24,search,dismiss,mobile,free,AU
U1193,S2865,2025-04-08 06:40:13,data_export,view,tablet,free,DE
U1119,S2682,2025-04-21 08:11:06,dashboard,complete,tablet,free,DE
U1197,S3718,2025-04-14 16:39:33,settings,view,mobile,premium,UK
U1257,S3417,2025-04-16 05:56:39,data_export,click,mobile,free,DE
U1007,S3959,2025-04-04 10:01:06,report_create,dismiss,tablet,premium,US
U1240,S2085,2025-05-03 22:21:28,data_export,dismiss,tablet,free,IN
U1436,S3762,2025-04-26 02:41:24,notifications,dismiss,mobile,free,DE
U1446,S3216,2025-04-13 02:47:16,dashboard,click,desktop,free,IN
U1116,S1370,2025-04-27 11:50:49,search,click,tablet,premium,US
U1227,S1681,2025-05-01 08:04:22,settings,complete,desktop,free,US
U1150,S2468,2025-04-22 16:39:23,data_export,dismiss,desktop,free,DE
U1289,S3792,2025-04-24 17:15:50,report_create,view,desktop,free,DE
U1317,S3798,2025-05-12 08:13:24,report_create,dismiss,tablet,free,DE
U1326,S2040,2025-04-30 02:28:51,search,complete,tablet,free,DE
U1461,S2178,2025-03-22 18:32:12,settings,view,desktop,free,IN
U1300,S2225,2025-05-08 21:45:09,settings,dismiss,tablet,free,IN
U1101,S2575,2025-03-18 03:42:25,search,click,desktop,free,IN
U1294,S2211,2025-04-30 15:29:56,settings,complete,desktop,premium,DE
U1140,S1033,2025-04-02 08:54:39,notifications,click,tablet,premium,IN
U1397,S1942,2025-04-01 04:53:56,notifications,complete,desktop,free,AU
U1128,S3776,2025-03-26 03:52:17,settings,view,tablet,free,US
U1158,S2805,2025-04-04 02:43:07,dashboard,complete,tablet,free,IN
U1167,S2701,2025-04-24 21:07:22,report_create,view,desktop,premium,IN
U1271,S3055,2025-04-18 12:42:47,data_export,view,mobile,premium,DE
U1495,S2208,2025-04-05 22:03:44,settings,complete,desktop,free,US
U1072,S1924,2025-04-07 14:37:23,settings,dismiss,tablet,free,DE
U1007,S2083,2025-04-27 14:05:46,notifications,click,mobile,free,IN
U1299,S2560,2025-04-20 13:23:14,settings,complete,desktop,free,DE
U1012,S3537,2025-04-11 06:21:16,notifications,complete,tablet,free,US
U1325,S2901,2025-04-08 23:24:03,settings,complete,tablet,free,UK
U1023,S1152,2025-04-25 13:54:05,data_export,dismiss,desktop,free,AU
U1069,S2591,2025-04-27 00:04:28,search,complete,tablet,premium,AU
U1214,S3405,2025-04-24 09:19:08,settings,view,mobile,free,DE
U1315,S2671,2025-03-17 20:06:54,data_export,click,tablet,free,DE
U1227,S1967,2025-04-27 13:04:56,data_export,click,tablet,free,IN
U1031,S2630,2025-04-22 05:08:54,data_export,view,desktop,premium,DE
U1046,S3714,2025-05-01 02:55:26,report_create,click,desktop,premium,UK
U1064,S3312,2025-04-24 10:06:54,report_create,click,tablet,free,UK
U1416,S1954,2025-04-16 16:13:13,data_export,view,tablet,free,UK
U1066,S3212,2025-05-04 00:32:57,data_export,view,desktop,free,US
U1067,S1060,2025-05-06 09:49:02,data_export,view,tablet,free,UK
U1135,S1214,2025-04-29 18:59:49,report_create,dismiss,tablet,free,US
U1243,S2836,2025-03-31 06:53:09,data_export,click,mobile,free,AU
U1022,S3978,2025-03-19 15:53:19,settings,complete,mobile,free,US
U1031,S2961,2025-04-23 06:05:51,search,dismiss,tablet,free,DE
U1037,S1330,2025-03-21 13:20:13,data_export,view,desktop,free,AU
U1324,S3397,2025-04-09 13:19:00,notifications,complete,mobile,premium,AU
U1150,S2858,2025-04-18 20:09:45,notifications,dismiss,desktop,premium,US
U1436,S3681,2025-04-30 03:41:25,settings,view,mobile,free,UK
U1211,S2388,2025-03-22 14:47:04,search,dismiss,mobile,premium,IN
U1218,S2280,2025-03-18 11:06:33,settings,complete,mobile,premium,DE
U1034,S1373,2025-04-24 11:32:01,dashboard,click,mobile,free,IN
U1415,S1532,2025-04-21 10:54:12,notifications,click,tablet,premium,AU
U1168,S3744,2025-04-05 16:22:40,dashboard,dismiss,mobile,premium,DE
U1444,S3953,2025-03-25 13:55:30,dashboard,complete,tablet,free,US
U1295,S3078,2025-04-17 07:05:43,report_create,view,tablet,free,US
U1179,S3278,2025-04-08 07:48:45,data_export,click,mobile,free,DE
U1432,S3297,2025-03-24 06:40:16,notifications,click,tablet,premium,IN
U1014,S1738,2025-04-06 02:41:31,data_export,complete,mobile,free,UK
U1445,S1586,2025-04-22 06:34:28,notifications,dismiss,desktop,free,US
U1046,S3172,2025-04-18 22:23:25,report_create,dismiss,mobile,free,UK
U1189,S2276,2025-04-15 18:34:00,settings,complete,tablet,free,US
U1079,S1644,2025-04-03 10:35:46,notifications,click,tablet,free,DE
U1338,S2736,2025-04-25 02:43:05,search,dismiss,mobile,free,AU
U1058,S2413,2025-04-13 05:25:41,search,click,mobile,free,AU
U1249,S3158,2025-04-13 04:15:59,settings,complete,desktop,free,AU
U1028,S1031,2025-03-15 09:58:54,report_create,complete,desktop,premium,IN
U1148,S2343,2025-04-03 19:12:40,dashboard,click,mobile,premium,UK
U1066,S2557,2025-03-23 02:20:00,notifications,view,tablet,free,IN
U1036,S2626,2025-04-25 14:26:57,settings,click,mobile,free,US
U1441,S2282,2025-03-22 01:52:44,notifications,dismiss,tablet,free,DE
U1148,S1471,2025-03-25 13:41:37,search,click,mobile,free,AU
U1235,S3824,2025-05-08 05:00:11,data_export,click,mobile,premium,UK
U1223,S3412,2025-05-06 13:38:46,search,click,mobile,premium,IN
U1113,S2364,2025-03-15 17:11:17,report_create,click,tablet,free,AU
U1261,S1794,2025-05-08 02:50:27,data_export,complete,tablet,premium,UK
U1120,S1421,2025-04-25 06:17:20,report_create,complete,desktop,free,UK
U1389,S3684,2025-04-12 21:39:20,dashboard,view,tablet,free,AU
U1389,S3373,2025-03-24 13:14:14,search,complete,tablet,free,DE
U1034,S2920,2025-03-19 09:31:04,search,complete,mobile,free,IN
U1259,S1303,2025-04-30 23:18:26,data_export,dismiss,mobile,free,IN
U1425,S2175,2025-04-01 21:39:45,dashboard,click,tablet,free,DE
U1236,S3377,2025-03-30 17:15:11,notifications,click,mobile,premium,AU
U1333,S1771,2025-03-17 13:35:29,data_export,dismiss,tablet,free,US
U1230,S1423,2025-04-23 21:32:34,data_export,click,tablet,free,US
U1126,S3898,2025-04-17 07:52:20,search,dismiss,tablet,free,UK
U1186,S2527,2025-05-07 21:01:07,data_export,dismiss,mobile,premium,AU
U1026,S3584,2025-04-02 06:26:02,settings,complete,desktop,free,AU
U1347,S2583,2025-04-08 17:44:20,data_export,complete,tablet,premium,AU
U1447,S1615,2025-03-30 16:41:14,data_export,click,tablet,free,IN
U1158,S3687,2025-03-19 19:39:35,settings,dismiss,desktop,free,US
U1158,S3289,2025-04-21 23:08:50,search,complete,desktop,free,AU
U1047,S3646,2025-05-03 06:19:30,settings,dismiss,tablet,free,IN
U1158,S1738,2025-05-07 21:32:15,report_create,complete,mobile,free,UK
U1079,S1316,2025-04-14 09:49:52,data_export,click,tablet,premium,AU
U1019,S3711,2025-04-10 00:35:14,data_export,view,tablet,free,UK
U1092,S3837,2025-05-06 07:58:05,notifications,view,tablet,free,DE
U1186,S3770,2025-03-27 23:37:39,settings,view,mobile,free,DE
U1119,S3187,2025-05-11 17:06:56,report_create,complete,mobile,premium,UK
U1188,S3778,2025-03-24 02:41:20,notifications,dismiss,mobile,premium,DE
U1257,S3160,2025-04-07 15:15:38,search,view,desktop,premium,UK
U1446,S2024,2025-05-01 10:56:26,dashboard,dismiss,mobile,free,US
U1364,S3113,2025-04-29 00:35:20,dashboard,complete,desktop,premium,IN
U1230,S3102,2025-04-20 18:35:12,report_create,dismiss,desktop,premium,UK
U1418,S2847,2025-04-30 05:14:02,data_export,click,mobile,free,AU
U1191,S1965,2025-05-10 17:48:27,search,click,mobile,free,IN
U1476,S1405,2025-04-07 07:30:06,settings,complete,desktop,free,IN
U1469,S2935,2025-04-20 00:09:01,settings,view,tablet,free,AU
U1002,S1324,2025-05-09 21:22:40,dashboard,complete,desktop,premium,AU
U1481,S3978,2025-03-26 02:25:12,notifications,dismiss,desktop,premium,UK
U1154,S1499,2025-05-08 19:34:54,dashboard,view,mobile,free,AU
U1234,S1257,2025-04-18 03:50:59,dashboard,dismiss,tablet,free,AU
U1294,S1990,2025-03-13 16:07:08,settings,view,mobile,free,AU
U1180,S1985,2025-03-21 15:24:14,notifications,dismiss,desktop,free,US
U1268,S2477,2025-04-06 00:38:06,dashboard,click,mobile,premium,US
U1325,S2584,2025-03-17 14:20:52,data_export,complete,tablet,free,US
U1176,S1987,2025-03-27 22:29:33,settings,click,tablet,premium,IN
U1068,S1181,2025-03-26 07:06:05,data_export,complete,tablet,free,DE
U1356,S2960,2025-05-08 19:37:31,settings,view,desktop,free,DE
U1018,S2201,2025-04-01 07:50:35,report_create,click,desktop,premium,IN
U1477,S2270,2025-03-21 19:32:31,notifications,dismiss,tablet,free,US
U1385,S3649,2025-04-11 16:44:38,report_create,complete,mobile,premium,US
U1443,S3685,2025-05-12 04:35:54,data_export,complete,desktop,premium,DE
U1455,S2638,2025-03-15 20:59:39,settings,dismiss,mobile,free,UK
U1254,S3834,2025-03-29 04:40:03,search,complete,tablet,free,US
U1372,S2738,2025-03-30 11:35:26,dashboard,dismiss,tablet,premium,UK
U1279,S2203,2025-05-06 04:08:43,data_export,click,desktop,free,IN
U1156,S2826,2025-04-21 19:49:57,notifications,dismiss,desktop,free,IN
U1228,S1173,2025-04-03 10:59:28,settings,complete,tablet,premium,IN
U1327,S1234,2025-03-30 11:09:55,dashboard,dismiss,mobile,free,UK
U1487,S1127,2025-04-15 13:34:29,report_create,dismiss,desktop,free,UK
U1398,S3642,2025-04-15 23:26:00,data_export,complete,mobile,premium,US
U1309,S1628,2025-05-03 21:17:55,settings,dismiss,mobile,free,US
U1293,S1563,2025-03-13 21:21:02,notifications,complete,mobile,free,IN
U1127,S1464,2025-03-15 19:17:51,dashboard,view,mobile,free,AU
U1060,S2072,2025-04-08 17:10:08,data_export,dismiss,desktop,premium,IN
U1355,S3011,2025-05-02 20:19:52,report_create,click,desktop,premium,DE
U1088,S3921,2025-04-10 09:06:16,search,click,tablet,premium,IN
U1341,S2423,2025-03-21 23:11:10,settings,click,tablet,free,IN
U1435,S1645,2025-04-04 21:04:53,settings,view,mobile,free,US
U1102,S1568,2025-04-27 00:28:29,report_create,dismiss,desktop,free,AU
U1188,S2914,2025-03-17 23:50:44,notifications,view,tablet,premium,US
U1158,S2630,2025-04-10 10:49:51,settings,dismiss,tablet,free,DE
U1421,S3354,2025-03-23 09:32:23,dashboard,view,mobile,free,DE
U1238,S3785,2025-04-25 14:58:15,notifications,complete,desktop,premium,AU
U1327,S3407,2025-05-07 11:38:38,report_create,view,mobile,free,US
U1425,S1508,2025-04-27 09:40:07,notifications,view,mobile,free,IN
U1478,S3905,2025-05-10 07:51:43,report_create,complete,tablet,premium,US
U1128,S1804,2025-03-30 03:45:44,settings,complete,desktop,free,AU
U1273,S1382,2025-05-08 15:26:06,notifications,view,tablet,premium,UK
U1087,S3698,2025-05-10 07:17:59,notifications,complete,tablet,free,US
U1041,S1186,2025-04-02 16:58:28,settings,complete,tablet,free,AU
U1213,S3531,2025-03-31 11:12:04,settings,click,mobile,premium,AU
U1148,S3629,2025-04-17 07:28:31,data_export,dismiss,desktop,premium,DE
U1152,S2857,2025-04-29 19:52:35,dashboard,click,desktop,free,DE
U1237,S1835,2025-03-23 20:41:58,data_export,view,mobile,premium,IN
U1375,S2414,2025-03-18 16:52:42,search,view,mobile,free,US
U1163,S1990,2025-05-11 11:21:38,search,click,mobile,free,UK
U1049,S1207,2025-05-08 23:09:13,data_export,dismiss,tablet,free,UK
U1416,S2341,2025-04-18 17:17:21,notifications,complete,desktop,premium,DE
U1263,S2912,2025-04-26 00:26:10,search,complete,mobile,free,DE
U1258,S2872,2025-05-04 17:25:17,report_create,view,tablet,free,US
U1144,S3027,2025-04-20 19:36:51,notifications,dismiss,mobile,free,US
U1220,S1548,2025-05-06 12:09:51,data_export,complete,mobile,free,DE
U1026,S3335,2025-05-08 20:41:55,notifications,view,mobile,free,US
U1197,S3065,2025-04-24 16:18:07,search,complete,tablet,free,US
U1065,S1396,2025-04-05 08:14:37,search,complete,mobile,free,IN
U1386,S1590,2025-03-28 10:59:27,report_create,dismiss,tablet,free,US
U1070,S3922,2025-04-26 00:16:59,data_export,dismiss,tablet,free,AU
U1457,S3111,2025-04-16 05:00:03,report_create,complete,tablet,free,DE
U1315,S2225,2025-05-02 02:00:27,notifications,complete,tablet,premium,AU
U1250,S3902,2025-03-15 21:26:19,notifications,complete,mobile,premium,IN
U1169,S3759,2025-04-11 18:35:41,dashboard,dismiss,tablet,free,US
U1305,S2943,2025-03-15 23:06:55,data_export,view,tablet,free,DE
U1087,S3147,2025-05-07 17:41:45,settings,dismiss,desktop,premium,UK
U1016,S3345,2025-03-27 03:54:30,settings,click,desktop,free,IN
U1214,S1620,2025-05-10 09:42:15,search,view,mobile,free,AU
U1471,S2931,2025-03-18 21:32:57,settings,click,tablet,free,UK
U1287,S2331,2025-03-29 16:23:31,settings,dismiss,tablet,free,UK
U1235,S3183,2025-05-11 14:34:29,data_export,complete,tablet,premium,IN
U1312,S2983,2025-05-07 22:10:31,report_create,view,mobile,free,UK
U1482,S2219,2025-04-04 00:10:01,data_export,view,tablet,premium,IN
U1245,S2428,2025-04-12 07:34:37,notifications,complete,mobile,free,AU
U1194,S2616,2025-03-22 23:28:30,data_export,view,mobile,free,US
U1177,S2811,2025-05-02 02:09:18,settings,complete,tablet,free,UK
U1423,S3206,2025-04-02 13:59:08,data_export,complete,desktop,free,AU
U1122,S1993,2025-03-21 21:59:45,dashboard,view,tablet,free,US
U1211,S2352,2025-04-05 08:50:12,settings,dismiss,desktop,free,UK
U1002,S3254,2025-03-24 20:22:10,report_create,dismiss,tablet,premium,DE
U1244,S3664,2025-04-15 18:12:53,report_create,complete,mobile,free,US
U1464,S1366,2025-05-05 11:53:11,settings,view,tablet,premium,US
U1467,S1717,2025-03-24 20:51:05,search,view,desktop,premium,DE
U1403,S3029,2025-04-24 23:33:12,report_create,complete,desktop,free,AU
U1308,S1439,2025-04-15 13:03:24,data_export,complete,mobile,premium,AU
U1268,S3023,2025-03-28 09:16:18,report_create,dismiss,mobile,free,US
U1169,S1665,2025-04-20 19:16:42,settings,dismiss,tablet,free,UK
U1007,S2380,2025-04-05 09:48:58,data_export,view,desktop,free,DE
U1423,S2751,2025-03-15 22:15:15,notifications,complete,desktop,free,US
U1094,S1575,2025-05-03 21:51:06,search,complete,desktop,free,DE
U1120,S2829,2025-05-07 05:03:36,data_export,complete,mobile,free,AU
U1005,S2071,2025-04-26 14:32:55,settings,complete,tablet,free,US
U1238,S2256,2025-04-10 19:29:50,report_create,dismiss,tablet,free,IN
U1353,S1480,2025-04-22 21:46:29,settings,complete,mobile,free,UK
U1490,S1547,2025-04-14 01:49:20,search,view,mobile,premium,AU
U1191,S2703,2025-04-06 06:43:32,settings,dismiss,tablet,premium,UK
U1390,S2013,2025-05-03 08:57:44,settings,click,tablet,free,IN
U1039,S3310,2025-04-29 05:50:08,dashboard,click,tablet,premium,UK
U1293,S3198,2025-03-23 04:17:34,report_create,view,mobile,premium,DE
U1059,S3786,2025-05-03 18:58:39,report_create,dismiss,desktop,premium,DE
U1414,S1227,2025-04-10 04:57:30,search,view,tablet,free,AU
U1029,S3288,2025-04-02 12:05:35,search,complete,tablet,free,IN
U1418,S1012,2025-04-07 22:46:26,settings,view,tablet,free,DE
U1176,S3868,2025-04-02 06:09:09,dashboard,click,desktop,premium,DE
U1016,S2175,2025-04-04 16:51:52,search,view,desktop,premium,DE
U1191,S2566,2025-04-26 06:49:43,search,dismiss,mobile,free,AU
U1068,S3676,2025-04-01 14:15:51,data_export,click,desktop,premium,DE
U1270,S1521,2025-03-21 11:47:41,settings,view,desktop,premium,IN
U1237,S3758,2025-03-30 08:51:36,settings,dismiss,tablet,free,UK
U1126,S2886,2025-05-08 05:55:17,data_export,view,mobile,free,US
U1016,S3704,2025-04-28 08:11:15,search,click,desktop,free,US
U1304,S1137,2025-03-26 16:39:48,search,click,desktop,premium,DE
U1224,S1959,2025-03-13 14:14:35,notifications,view,desktop,free,IN
U1119,S3996,2025-04-01 00:56:59,notifications,complete,tablet,free,IN
U1121,S2236,2025-03-14 16:17:44,report_create,view,mobile,free,US
U1285,S3423,2025-04-23 23:50:47,settings,view,tablet,free,AU
